"year","avg_vol"
2010,0.000587214509233345
2011,0.000509562871173147
2012,0.000505915143107652
2013,0.000404112625980459
2014,0.000395601139144787
2015,0.000589557309642931
2016,0.000463083020868398
2017,0.000370253924281629
2018,0.000380914550416758
2019,0.000397225349672033
2020,0.000368867658111871
2002,0.000455344440344309
2003,0.000458100600775195
2004,0.000490519788027564
2005,0.000478619778840328
2006,0.00044344937200734
2007,0.000396465399553602
2008,0.000476838035922573
2009,0.000757498314839137
2010,0.000637141324477855
2011,0.000653279437928826
2012,0.000520267553965387
2013,0.000419220101158682
2014,0.000334499723983817
2015,0.00045693747727051
2016,0.000433519720266119
2017,0.000336360623636198
2018,0.000294096894751842
2019,0.000224972008277369
2020,0.000221495189268944
